city,total_sales_value
Veranópolis,529.0
Jacareí,29361.699999999997
Barroso,1443.0
Nova Alvorada do Sul,487.99
Pindobaçu,1157.0
Ribeirão,1273.0
Teodoro Sampaio,134.5
Nova Soure,1454.0
São Borja,6305.6
São Mateus,62100.759999999995
Barão de Cocais,3799.0
Quinta do Sol,429.0
Santa Rosa do Sul,1094.0
Mossoró,36609.560000000005
Simões Filho,16208.8
Boa Viagem,698.0
Baixo Guandu,8046.4
Pedrinópolis,598.0
Cruzeiro,24777.590000000004
Parnaíba,20739.350000000002
Mata de São João,3411.0
CAMACARI,398.0
ItaboraÍ,398.0
Prata,3159.99
Raposa,398.0
Mar de Espanha,4872.49
Itajaí,36366.1
Schroeder,1882.0
Catanduva,38125.11
Rodeiro,1554.5
Itaeté,398.0
Jacutinga,2447.0
Porto Seguro,44322.63999999999
Nioaque,4657.99
São Gonçalo do Sapucaí,747.0
Brasiléia,4691.0
Barrocas,1305.0
Santa Bárbara de Goiás,2052.0
Rio Quente,1071.5
Teresópolis ,379.0
Itumirim,398.0
Reduto,249.0
ITAJAI,198.0
Tapurah,1396.0
Irecê,18794.9
Catanduvas,479.0
Paulistas,627.0
Sanclerlândia,1804.0
Coronel Xavier Chaves,1207.0
Porto Nacional,5617.0
Aparecida do Taboado,2937.0
Monte Azul Paulista,547.0
Viamão,726.0
SÃO CARLOS,757.6
Ibirama,2192.0
Taubaté,54566.99
Bananal,6485.19
Atalaia,5123.0
Coroaci,1175.0
Alvorada D'Oeste,349.0
Umbaúba,398.0
Santa Branca,479.0
Manhumirim,4527.0
FLORIANOPOLIS,2046.99
Califórnia,596.0
Novo Progresso,1157.0
Tupanciretã,598.0
Dourados,45069.899999999994
Lins,11704.79
Rio Grande da Serra,2415.5
Goiânia ,1594.0
Nonoai,559.0
Salinópolis,1655.75
TERESINA,198.0
Perdizes,9051.9
Salvaterra,5108.4
São Leopoldo,7328.0
São Francisco do Sul,2928.0
Bom Jardim de Goiás,1256.0
Boa Esperança,15298.0
Lago dos Rodrigues,777.0
Curral de Dentro,428.99
Campina Verde,2592.0
Nova Cruz,429.0
Iraí de Minas,1647.0
Altônia,2267.5
Marco,449.0
Dias D'Ávila,9021.349999999999
Vila Valério,10950.2
Imbituba,8003.49
PORTO ALEGRE,1823.0
UBERLANDIA,429.0
Cambuci,4672.2
Abaetetuba,2746.0
Princesa Isabel,479.0
Porto Walter,1623.99
Boa Nova,747.0
Paulínia,22954.390000000003
Pedreira ,129.0
Pirenópolis,6031.679999999999
Abelardo Luz,896.0
Fundão,5126.09
Saquarema,40933.999999999985
nova lima,872.5
Jaraguá do Sul,25684.970000000005
Tangará da Serra,17687.800000000003
Graccho Cardoso,398.0
45992674,349.0
Virgínia,249.0
Oriximiná,2683.99
Jaboatão dos Guararapes ,577.0
Boquim,1085.0
Quatipuru,827.0
Benevides,1945.0
Zé Doca,349.0
Goianá,149.0
Tucuruí,5155.98
Santa Terezinha,349.0
Paranacity,4236.0
FRANCA,1106.0
Anicuns,3130.0
Telha,567.99
Riachão do Jacuípe,1655.5
São Thomé das Letras,708.0
Pedro Leopoldo,12025.0
Bom Jesus,1804.0
Jijoca de Jericoacoara,698.0
São João do Oriente,796.0
Mairi,1532.0
Olindina,884.99
Ichu,2503.0
Santa Rita de Minas,1879.99
Pilar do Sul,249.0
Júlio Mesquita,1176.0
Riacho de Santana,1506.0
Santana do Ipanema,2314.0
Campo Grande,118326.43999999999
Cândido de Abreu,349.0
Alvinópolis,1843.99
Leopoldina,29492.2
Catiguá,1226.0
Betim,45710.649999999994
São José dos Pinhais,21424.050000000003
Siriri,1425.0
Barra Longa,3188.0
Mirassol D'Oeste,2899.0
Nova Monte Verde,877.0
Ipanema,14957.5
Três Lagoas,16427.77
Porciúncula,23952.62000000001
SAO BERNARDO DO CAMPO,398.0
Tucumã,877.0
Custódia,2483.0
São Joaquim de Bicas,3365.0
Minador do Negrão,736.99
Itirapina,79.2
Caicó,5644.5
Nova Viçosa,4203.889999999999
CAMPOS DOS GOYTACAZES,1147.0
Pardinho,349.0
Itaju,698.0
Capitólio,1067.4
Pombal,2893.2
Gurupi,2700.99
Três Corações,14486.38
Santa Maria de Itabira,279.0
Cornélio Procópio,6530.25
Cipó,3296.0
Rianápolis,398.0
Uruguaiana,11171.99
OURO PRETO,3161.0
São João da Boa Vista,18035.08
Lagoa Santa,28578.590000000004
Colômbia,449.0
Juranda,398.0
Vazante,498.0
Santo Antônio do Pinhal,627.0
Ferros,198.0
Xinguara,3928.8
Guariba,6692.0
SÃO CAETANO DO SUL,449.0
Paracambi,16375.46
Douradina,1691.0
Quatá,1007.0
Icó,349.0
Ituberá,359.0
São Miguel Arcanjo,2304.3
Ribas do Rio Pardo,3468.99
Porto União,544.99
Conselheiro Pena,9877.0
Marinópolis,174.5
Mozarlândia,1880.99
Junqueirópolis,179.0
Ilha Solteira,12048.2
Maracajá,957.0
DUQUE DE CAXIAS,599.99
Catalão,27254.4
Mário Campos,1474.0
Rio Paranaíba,1765.0
Torrinha,954.99
Aimorés,9808.189999999999
Colíder,9137.0
Pedra,777.0
Esteio,1094.0
Mortugaba,1177.0
Curaçá,1575.0
Poconé,1623.0
Tupã,15144.2
Cordeiropolis,1774.0
Água Clara,1027.99
Carrancas,449.0
Pedro do Rosário,708.0
Riachão do Dantas,1782.0
Jardim de Piranhas,513.0
Cachoeirinha,7128.1
São Luís do Quitunde,1534.0
Monte Carmelo,1726.0
Marilândia,818.0
Foz do Iguaçu,32202.69
Siderópolis,1326.0
Mogi Guaçu,28599.879999999997
Mamborê,827.0
Breu Branco,379.0
São Gabriel da Cachoeira,628.99
Craíbas,1735.0
Francisco Beltrão,11662.0
Fortuna,1433.0
Bom Conselho,2569.0
Bom Jesus do Norte,3964.0
Esperantinópolis,379.0
Theobroma,349.0
Pirangi,1357.0
AMERICANA,449.0
Cafezal do Sul,198.0
Jaicós,1160.0
Morro da Fumaça,947.0
Castanhal,18013.48
Potim,449.0
Montes Claros de Goiás,379.0
rio de janeiro,2928.99
Carlos Chagas,2022.0
Ipuã,5950.99
Boa Ventura,249.0
Ariranha,945.0
Maceio,221.99
Cachoeira de Goiás,349.0
pedreira,298.0
Mallet,1094.0
Altamira do Paraná,449.0
Populina,629.0
Feira de Santana,86623.86000000002
Flórida Paulista,3790.0
São Jorge do Ivaí,1096.0
Itajobi,4474.0
São Sebastião de Campos,637.0
Felixlândia,4049.99
Paranavaí,9221.5
Fartura,4661.0
Nova Mamoré,2173.0
Aguanil,398.0
Jaboatão dos Guararapes,61609.020000000004
Abaíra,1873.0
Capão da Canoa,1964.2
Vila Bela da Santíssima Trindade,775.0
Muriaé,76597.71
Orleans,1256.2
Mirassolândia,777.0
Buritis,1087.0
Alenquer,549.0
Campos dos Goytacazes,263067.4699999998
Porto Murtinho,778.0
Varre-Sai,1342.3
Manga,396.0
Aragarças,1316.2
Içara,2520.0
Campo Alegre de Lourdes,922.5
Nova Odessa,5017.5
São José da Coroa Grande,736.98
Prado,10859.0
Pocrane,747.0
Virgem da Lapa,2662.1
Lajedo do Tabocal,628.0
Bela Vista de Goiás,249.0
Monte Alto,20092.589999999997
Irupi,4474.0
Piratininga,3459.4700000000003
Flores da Cunha,2651.0
Pindaí,2092.0
Abaeté,1734.0
Rio Preto,1045.0
Miguel Pereira,15160.659999999998
Jundiaí ,149.0
Miranda do Norte,427.0
cabo frio ,359.0
Rubiataba,5186.2
Cáceres,11937.6
Pirajuí,198.0
Bela Vista do Paraíso,3120.0
Domingos Martins,5349.0
Paço do Lumiar,2343.0
Valença,51247.56999999999
Jatobá,2125.9700000000003
Aperibé,14082.49
Itaúna,33364.48
Cachoeira do Campo,696.0
Niquelândia,1894.0
Japeri,6455.949999999999
Igarapé-Açu,5563.49
Três Pontas ,349.0
Itaobim,4756.0
Ibititá,1745.0
Goianésia do Pará,696.0
Jaraguá,1045.0
Três Coroas,449.0
Palmeira das Missões,622.5
Aracati,3714.0
Goiana,8418.0
Japonvar,229.0
São Gonçalo do Piauí,398.0
Lagoa Formosa,198.0
Retirolândia,1681.0
Taquari,787.0
Rio Branco,84122.72000000002
Fervedouro,2432.0
Cupira,698.0
Barra Bonita,4801.99
Farol,349.0
Valentim Gentil,798.0
Garibaldi,2532.0
Romaria,248.0
Vargem Alegre,778.0
Vitória ,598.0
Rio Pardo de Minas,4166.0
Itapaci,10648.0
Sebastianópolis do Sul,1494.0
Pitanga,257.4
Natividade,12375.39
Buenos Aires,429.0
Vertente do Lério,224.5
Osvaldo Cruz,5998.969999999999
NATAL,449.0
Varjão de Minas,1324.0
Barreiras,28500.660000000007
Lontra,2120.0
Tanabi,5309.98
Abreu e Lima,3193.5
Águas de Lindóia,3270.98
Bariri,4480.6
Igarapava,209.4
Capela,1445.0
Aparecida de Goiânia,25493.279999999995
Ibiúna,616.0
Montenegro,198.0
Aguaí,1962.0
Ubaporanga,4376.0
Carandaí,847.0
Itagibá,1277.0
Pimenta Bueno,1356.0
Quatis,4345.98
Mauá da Serra,398.0
Marapoama,259.0
CRICIUMA,926.0
Juiz de fora,398.0
Laranja da Terra,3035.0
Matrinchã,429.0
Oliveira,3223.29
Cerquilho,4989.99
Martins Soares,429.0
Pão de Açúcar,778.0
Santo Antônio da Platina,5695.0
Laranjal Paulista,3938.0
Campos Novos,378.0
Tasso Fragoso,449.0
Nova Fátima,2393.0
Pranchita,449.0
Rio Bananal,21304.690000000002
Pilar,3726.6
Pontes Gestal,629.0
Muritiba,926.0
Teresina,136860.68000000005
Ibiraci,398.0
Redenção,5995.5599999999995
Espumoso,349.0
Juazeiro,29740.09
Indiaroba,378.0
Estrela do Norte,538.0
Guaíba,4531.0
Iaciara,298.0
Cabreúva,149.0
Itambé,1736.0
VOTORANTIM,379.0
Concórdia,1991.6
Paraipaba,847.0
Vidal Ramos,1066.0
Monnerat,339.0
Jaguaruna,4265.0
Vera Cruz,398.0
Bonito,1993.0
Dores de Guanhães,529.0
Arroio do Tigre,479.0
Pinheiros,7688.6
Patu,747.0
Muzambinho,2353.0
Sarandi,9076.5
Itapetininga,15903.5
Capim Branco,498.0
Laranjeiras do Sul,538.99
Guajeru,771.5
Araraquara,33929.27
Caculé,847.0
Garopaba,15765.78
Lagoa da Prata,1155.0
Neves Paulista,2163.2
Nova Lima,62230.75
Iturama,1522.0
Lassance,279.0
Barra de São Miguel,696.0
Claro dos Poções,5524.5
Barão de Monte Alto,1494.0
Serrolândia,1207.0
Independência,1175.0
Marumbi,896.0
Campos Belos,2202.99
Mara Rosa,763.25
Santa Fé de Goiás,1320.3999999999999
Medianeira,2604.98
Bom Jardim,16629.39
Bebedouro,11768.98
Tomé-Açu,2818.0
Presidente Epitácio,10031.0
Rio das Pedras,3161.0
Itaberaí,9763.09
Nossa senhora do socorro ,398.0
Ecoporanga,9360.0
Afonso Cláudio,15225.97
Cabo frio,1047.0
Mercês,647.0
Santa Helena de Goiás,4963.0
Glicério,215.2
Santa Cruz do Rio Pardo,9376.0
Querência do Norte,1126.0
São João Nepomuceno,11050.99
Palmares Paulista,1176.0
RIO DAS OSTRAS,1052.99
Seabra,8865.2
Jequié,9111.99
Conceição dos Ouros,1406.0
Fernandópolis,11179.3
Vitória da Conquista,50533.649999999994
BELO HORIZONTE,4156.0
São José de Mipibu,894.0
Monte Alegre,1555.0
Brejo Grande do Araguaia,947.0
Herculândia,529.0
SalcDoe,549.0
Maués,349.0
Barão de Melgaço,1306.0
Currais Novos,5833.5
Morretes,1512.0
Bataguassu,747.0
Posse,6848.0
Icaraíma,198.0
Santa Rita do Passa Quatro,3153.3
Vitória do Xingu,263.45
Messias,496.0
Inhapi,263.2
Mostardas,798.0
Salgueiro,2525.5
Pompéia,1424.0
Trindade,18109.55
Estiva,747.0
Sandolândia,299.0
São José de Piranhas,398.0
Jandaia do Sul,2562.98
Arcoverde,7378.5
Cachoeira,3599.0
Porto Ferreira,20728.88000000001
Angra dos Reis ,429.0
São Sebastião do Alto,4429.99
Bombinhas,4511.0
Timóteo,27423.450000000008
Lagoa Vermelha,649.0
Caucaia,6968.0
Monte Aprazível,1273.0
Altinópolis,7271.98
Andaraí,449.0
Santa Cruz do Capibaribe,14466.369999999999
Valparaíso,4514.0
Adelândia,1236.99
Ourolândia,398.0
Santa Cruz da Conceição,629.0
Tabatinga,3242.99
Santa Rita,1845.0
Cerqueira César,3698.0
Rio Largo,947.0
CASCAVEL,1494.0
Santos,204503.29000000004
Ribeirão Branco,1672.0
Brejo da Madre de Deus,2696.0
Itabirinha,798.0
Arari,349.0
Três Fronteiras,896.0
Moeda,849.0
Nepomuceno,3688.0
Comendador Levy Gasparian,1573.49
São Tiago,1394.0
Fernando de Noronha,1630.99
Santa Cruz das Palmeiras,9194.3
São Caetano do Sul,54593.799999999996
Raposos,1974.0
Ipiaú,6861.6
Francisco Morato,916.5
