productId,title,stock
73118,Blazer Estampado Selva De Poá Est Selva De Poa_Corrido_Bege Macrame - M,True
79633,Tênis Fervo Mid Off White - 39,True
55264,Mule Sonho De Verão Palha - 37,True
66996,Top Alcinha Estampado Xadrez De Inverno Xadrez De Inverno_Mini_Multicolorido - G,True
69885,Top Meia Taça Pedraria Prata - M,True
84378,Vestido Midi Estampado Lenço Floraline Lenco Floraline_Off White - G,True
81535,Calça Reta Pregas Rosa Flamboyant - GG,True
79871,Calça Cenoura Pregas Amarelo Nectar - P,True
73833,Vestido Manga Longa Franzido Vermelho Alpinea - GG,True
74402,Bermuda Adidas Estampada Boho Flower Azul Azul Escuro - P,True
73290,Calça Reta Pregas Off White - M,True
152126,Tênis Rua Ii Cru - 38,True
78418,Camisa Estampada Delicadeza Surreal Delicadeza Surreal_Off White - GG,True
149814,Bolsa Fervo Arraia Poá Arraia Poá - U,True
65106,Bota Puffer Longa Lenço - 38,True
83091,Blusa Estampada Doce Caminho Doce Caminho_Off White - G,True
83556,Vestido Curto Estampado Jardim De Morango Jardim De Morango_Preto - P,True
154702,Camiseta Silk Ta Tudo Legal Ocre Argila - 2,True
74979,Short Curva Sarja White Branco - 44,True
82651,Vestido Curto Estampado Jardim Encantado Jardim Encantado_Off White - G,True
82779,Bata Estampada Anastacia Anastacia_Azul Netuno - PP,True
81979,Corselet Jeans Sem Alça Jeans Escuro - G,True
67948,Blusa Cropped Patch Estampada Brasil Tropical Verde Amor - M,True
77449,Blusa Lastex Estampada Floral Lumi Floral Lumi_Verde Sagu - M,True
80517,Calça Jeans Bordada Cós Ajustável Jeans Escuro - 38,True
78187,Blusa Recortes Rib Off White - P,True
84638,Sand Trapezio Preto Preto - 36,True
83199,Vestido Cropped Estampado Amor Em Cores Amor Em Cores_Preto - PP,True
74920,Bermuda Jeans Loose Jeans - 40,True
83715,Sand Clog Verde - 39,True
77666,Vestido Longo Estampado Lenço Paisley Est Lenco Paisley Onca_Bege Cupuacu @ - G,True
80819,Top Alça Fru Fru Metalizado Dourado - P,True
76615,Cardigan Tricot Pelinho Estrelas Azul Recife - G,True
148435,Saia Reta Estampada Jardim De Morango Jardim De Morango_Preto - G,True
74880,Blazer Jeans Pregas Jeans - GG,True
155556,Moletom Bebe Capuz Meu Manguinho Est Color Jaca Fundo Preto % - 12M,True
148193,Guarda-chuva Chuá Farm Floral Lee,True
155229,Vestido Malha Limoeiro Rosa Est Limoeiro Fundo Rosa Ciclamen% - 10,True
150197,Viseira Farm Amarela Floral de Renda,True
79628,Vestido Longo Pala Bordada Boho Coracao De Inverno_Decorado Artesanal_p - GG,True
55281,Gola Palha Bordada Palha - U,True
77553,Calça Sarja Cargo Com Cinto Marrom - 44,True
155232,Camiseta Malha Guaxe Est Guaxe Fundo Preto} - 8,True
80438,Bomber Bolsos Tweed Natural - P,True
76456,Calça Estampada Caminho Yawanawa Est Caminho Yawanawa_Multicolorido - M,True
77839,Blazer Oversized Rebites Estampado Alba Est Alba_Azul Recife - PP,True
78864,Cardigan Tricot Pelinho Degrade Verde Figueira - GG,True
149913,Tênis Pista Verde - 36,True
76192,Saia Estampada Caminho Yawanawa Caminho Yawanawa_Preto - P,True
59975,Legging Verde Adidas Multicolorido - P,True
154709,Vestido Reconcavo Est Reconcavo Fundo Rosa Ciclamen% - 8,True
74224,Saia Longa Estampada Fim De Tarde Fim De Tarde_Multicolorido - G,True
149914,Bolsa Ziriguidum Cogumelos Cogumelos - U,True
84451,Vestido Cropped Estampado Milani Est Milani_Off White @ - M,True
77337,Vestido Longo Estampado Carnaval Das Águas Est Carnaval Das Aguas_Preto - P,True
155552,Short Florir Est Florir Fundo Preto% - 10,True
80486,Calça Estampada Pasadena De Onça Pasadena Onca_Preto - P,True
81845,Calça Pantalona Estampada Noite Dos Cisnes Est Noite Dos Cisnes_Azul Veneza @ - M,True
83356,Macacão Estampado Jardim De Morango Jardim De Morango_Preto - P,True
148300,Saia Estampada Rendeira Est Rendeira_Amarelo Nectar @ - P,True
77201,Blusa Pijama Estampada Hohoho Est Hohoho_Verde Thai @ - M,True
71922,Calça Utilitária Metabrilho Laranja Mamao - P,True
80635,Maxi Blazer Estampado Território Dos Afetos Territorio Dos Afetos_Rosa Angelim - XGG,True
82732,Blazer Estampado Camafeu Tropical Est Camafeu Tropical_Off White - GG,True
71625,Regata Tiras Laterais Bege Avelã - P,True
155548,Calca Midi Revoada Do Guara Est Revoada Do Guara Fundo Preto% - 4,True
84539,Vestido Cropped Estampado Thalía Thalia_Multicolorido - PP,True
73654,Calça Artesanal Espelhinhos Bordados Preto - P,True
66453,Short Crochê Praia Multicolorido - P,True
84733,Sand Puff Flatform Cor De Banana - 34,True
73086,Sandália Plataforma Puffer Est Bossa Banana_Verde Bandeira @ - 37,True
150196,Bolsa Pipoca Farm Pé na Areia,True
72106,Vestido Cetim Franzido Decote Verde Pilar - PP,True
150187,Mochila Coisa Nossa Farm Rio de Flor Azul,True
65135,Sand Puffer Céu Do Cerrado Est Ceu Do Cerrado Corrida_Preto @ - 37,True
79634,Chapéu Double Estampado Banho De Rio Banho De Rio_Corrido Praia_Lilas Azalei - U,True
81761,Cardigan Tricot Pelinho Off White - G,True
77449,Blusa Lastex Estampada Floral Lumi Floral Lumi_Verde Sagu - GG,True
82924,Macacão Estampado Leveza Romântica Leveza Romantica_Rosa Zinia - G,True
154691,Vestido Marezinha Est Marezinha Fundo Colorido} - 10,True
83631,Vestido Transpassado Estampado Chita Bella Flor Chita Bella Flor_Rosa Turco - P,True
81816,Blazer Estampado Samambaia Est Samambaia_Off White @ - GG,True
83838,Short Jeans Degrau Botões Jeans - 44,True
71653,Regata Cropped Rib Preto - PP,True
81763,Cardigan Tricot Pelinho Verde Relva - P,True
55264,Mule Sonho De Verão Palha - 38,True
74966,Kimono Estampado Chita Localizada Est Chita Localizada_Eng Kimono_Verde Th - M,True
80532,Blazer Estampado Zebras Zebras_Preto - GG,True
