userProfileId,total_sales_value
9d84ba8e-bc06-4f4d-b357-4b9bfee5edba,6912.0
5191f47c-01b1-48f3-882f-09bea709e918,6880.0
e24743db-56f1-49d2-b490-d18189cc7cbb,6869.0
c3d83402-3c84-4367-b955-18d3b4114d05,6852.5
385c1278-16e0-4c98-8402-b4687fb3096c,6833.58
117f9772-71fa-4e97-8d12-c2bdbc654f84,6757.0
b6760e07-a2fa-42ca-98e4-7c6002fdc8f0,6753.0
cb6ac735-e08c-4fb3-bf11-3396e95bfbef,6729.95
617fd7bc-abd9-4111-acd0-d4c1e9f989a1,6718.99
6a9dd53c-848b-4c9f-b482-f6f3e60a67f0,6710.959999999999
310daab0-2c01-4410-bbb8-7f7ed4b7af4f,6668.0
f27704b1-4f24-4a5d-aa5b-f4aeaa557ec4,6657.0
f29b6286-560b-4004-b65f-7175e33e7269,6623.0
f9847944-cc8e-40cf-9603-1b8ec5945a05,6574.0
af745644-b2c4-4dd2-90f6-f008a16d8bcd,6571.0
e464be10-1319-432d-ad1c-e14953c4aea5,6544.5
ebe42c9b-6866-4d32-acea-3818cbe61d79,6512.0
d704fef1-5dea-4ad2-a783-30319cccf973,6486.0
a1654600-4adc-422c-9b3e-10044ec2c959,6476.98
7c41d96f-d793-4828-addd-344206bdaeb4,6472.99
7af52be4-e836-4bcd-8c63-9cd68c2387a2,6469.0
d06066f7-f0c7-4114-a27c-0918959a352c,6424.299999999999
e3a055e1-df8f-4a7c-ad4c-673451f8ef6d,6405.5
a9656afd-3e9b-4afa-a2fe-b71751df6a53,6372.6
fdae33ef-7415-4000-9ada-727d6e15af39,6334.25
230717cd-2e30-4d91-a72e-7b50cd186870,6312.5
